ID,OTC_ID,Text_ID,Sentence_Number,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Language_ID,Metalanguage_ID,LGR_Conformance,Abbreviations
otc2-muyu007-a232,sout2940a,muyu007,135,"Kedo yu kawupki, yu taman, ninon.",kedo	yu	kawupki		yu	taman		nin-on,then	3SG.F	brother		3SG.F	younger_brother		hold:SG.O-3SG.M,"And her brother, her younger brother held (one).",sout2940,stan1293,WORD_ALIGNED,"{""ADV"":""adverbaliser"",""ASS.PL"":""associative plural"",""AUX"":""auxiliary"",""BI"":""Bahasa Indonesia"",""CAUS"":""causative"",""COM"":""comitative"",""CONJ"":""conjunction"",""CONT"":""continuative"",""CONTR"":""contrastive"",""COP"":""copula"",""DEM"":""demonstrative"",""DIR"":""directive"",""DS"":""different subject"",""DUR"":""durative"",""EMPH"":""emphatic"",""EP"":""epenthetic"",""EPN"":""epenthetic nasal"",""EPV"":""epenthetic vowel"",""EXP"":""experiencer"",""F"":""feminine"",""IMP"":""imperative"",""INF"":""infinitive"",""INTJ"":""interjection"",""INV"":""invisible"",""IRR"":""irrealis"",""HES"":""hesitation"",""LNK"":""linker"",""LV"":""lightverb"",""M"":""masculine"",""MOD"":""modal"",""N"":""n-participle"",""NEG"":""negation"",""OBL"":""oblique"",""ONOM"":""onomatopoeia"",""PFV"":""perfective"",""PL.O"":""pluralobject (=verbalnumber)"",""PN"":""proper noun"",""POSS"":""possessive"",""PROHIB"":""prohibitive"",""PTC"":""particle"",""Q"":""question"",""QUOT"":""quotative"",""RCV"":""receiver"",""RED"":""reduplication"",""SBJV"":""subjunctive"",""SEQ"":""sequential in order"",""SG.O"":""singularobject (=verbalnumber)"",""SM"":""serial marker"",""SPEC"":""specific"",""SS"":""same subject"",""VBLZ"":""verbalizer""}"
otc2-muyu007-a7179,sout2940a,muyu007,136,"Bomanip wene,",bome-n-ip	wen-e,walk-SS-2/3PL	go-SM,They walked until ...,sout2940,stan1293,WORD_ALIGNED,"{""ADV"":""adverbaliser"",""ASS.PL"":""associative plural"",""AUX"":""auxiliary"",""BI"":""Bahasa Indonesia"",""CAUS"":""causative"",""COM"":""comitative"",""CONJ"":""conjunction"",""CONT"":""continuative"",""CONTR"":""contrastive"",""COP"":""copula"",""DEM"":""demonstrative"",""DIR"":""directive"",""DS"":""different subject"",""DUR"":""durative"",""EMPH"":""emphatic"",""EP"":""epenthetic"",""EPN"":""epenthetic nasal"",""EPV"":""epenthetic vowel"",""EXP"":""experiencer"",""F"":""feminine"",""IMP"":""imperative"",""INF"":""infinitive"",""INTJ"":""interjection"",""INV"":""invisible"",""IRR"":""irrealis"",""HES"":""hesitation"",""LNK"":""linker"",""LV"":""lightverb"",""M"":""masculine"",""MOD"":""modal"",""N"":""n-participle"",""NEG"":""negation"",""OBL"":""oblique"",""ONOM"":""onomatopoeia"",""PFV"":""perfective"",""PL.O"":""pluralobject (=verbalnumber)"",""PN"":""proper noun"",""POSS"":""possessive"",""PROHIB"":""prohibitive"",""PTC"":""particle"",""Q"":""question"",""QUOT"":""quotative"",""RCV"":""receiver"",""RED"":""reduplication"",""SBJV"":""subjunctive"",""SEQ"":""sequential in order"",""SG.O"":""singularobject (=verbalnumber)"",""SM"":""serial marker"",""SPEC"":""specific"",""SS"":""same subject"",""VBLZ"":""verbalizer""}"
otc2-muyu007-a7180,sout2940a,muyu007,137,"wene wene ap,",wen-e	wen-e	ap,go-SM	go-SM	tree,going on to the tree ...,sout2940,stan1293,WORD_ALIGNED,"{""ADV"":""adverbaliser"",""ASS.PL"":""associative plural"",""AUX"":""auxiliary"",""BI"":""Bahasa Indonesia"",""CAUS"":""causative"",""COM"":""comitative"",""CONJ"":""conjunction"",""CONT"":""continuative"",""CONTR"":""contrastive"",""COP"":""copula"",""DEM"":""demonstrative"",""DIR"":""directive"",""DS"":""different subject"",""DUR"":""durative"",""EMPH"":""emphatic"",""EP"":""epenthetic"",""EPN"":""epenthetic nasal"",""EPV"":""epenthetic vowel"",""EXP"":""experiencer"",""F"":""feminine"",""IMP"":""imperative"",""INF"":""infinitive"",""INTJ"":""interjection"",""INV"":""invisible"",""IRR"":""irrealis"",""HES"":""hesitation"",""LNK"":""linker"",""LV"":""lightverb"",""M"":""masculine"",""MOD"":""modal"",""N"":""n-participle"",""NEG"":""negation"",""OBL"":""oblique"",""ONOM"":""onomatopoeia"",""PFV"":""perfective"",""PL.O"":""pluralobject (=verbalnumber)"",""PN"":""proper noun"",""POSS"":""possessive"",""PROHIB"":""prohibitive"",""PTC"":""particle"",""Q"":""question"",""QUOT"":""quotative"",""RCV"":""receiver"",""RED"":""reduplication"",""SBJV"":""subjunctive"",""SEQ"":""sequential in order"",""SG.O"":""singularobject (=verbalnumber)"",""SM"":""serial marker"",""SPEC"":""specific"",""SS"":""same subject"",""VBLZ"":""verbalizer""}"
otc2-muyu007-a233,sout2940a,muyu007,138,ap ya amun onongmen oya wene nanggenip.,ap	ya	amun	onongm-en	oya	wen-e	nangge-n-ip,tree	at	nest	make-3SG.M	there	go-SM	arrive-SS-2/3PL,they arrived at the tree where he had made the nest and they ...,sout2940,stan1293,WORD_ALIGNED,"{""ADV"":""adverbaliser"",""ASS.PL"":""associative plural"",""AUX"":""auxiliary"",""BI"":""Bahasa Indonesia"",""CAUS"":""causative"",""COM"":""comitative"",""CONJ"":""conjunction"",""CONT"":""continuative"",""CONTR"":""contrastive"",""COP"":""copula"",""DEM"":""demonstrative"",""DIR"":""directive"",""DS"":""different subject"",""DUR"":""durative"",""EMPH"":""emphatic"",""EP"":""epenthetic"",""EPN"":""epenthetic nasal"",""EPV"":""epenthetic vowel"",""EXP"":""experiencer"",""F"":""feminine"",""IMP"":""imperative"",""INF"":""infinitive"",""INTJ"":""interjection"",""INV"":""invisible"",""IRR"":""irrealis"",""HES"":""hesitation"",""LNK"":""linker"",""LV"":""lightverb"",""M"":""masculine"",""MOD"":""modal"",""N"":""n-participle"",""NEG"":""negation"",""OBL"":""oblique"",""ONOM"":""onomatopoeia"",""PFV"":""perfective"",""PL.O"":""pluralobject (=verbalnumber)"",""PN"":""proper noun"",""POSS"":""possessive"",""PROHIB"":""prohibitive"",""PTC"":""particle"",""Q"":""question"",""QUOT"":""quotative"",""RCV"":""receiver"",""RED"":""reduplication"",""SBJV"":""subjunctive"",""SEQ"":""sequential in order"",""SG.O"":""singularobject (=verbalnumber)"",""SM"":""serial marker"",""SPEC"":""specific"",""SS"":""same subject"",""VBLZ"":""verbalizer""}"
otc2-muyu007-a3887,sout2940a,muyu007,139,"""Oni, alebele bele!""",oni		alabel-e	bel-e,older_sister		stand-SM	AUX.CONT-2SG.IMP,"""Sister, you keep standing here!""",sout2940,stan1293,WORD_ALIGNED,"{""ADV"":""adverbaliser"",""ASS.PL"":""associative plural"",""AUX"":""auxiliary"",""BI"":""Bahasa Indonesia"",""CAUS"":""causative"",""COM"":""comitative"",""CONJ"":""conjunction"",""CONT"":""continuative"",""CONTR"":""contrastive"",""COP"":""copula"",""DEM"":""demonstrative"",""DIR"":""directive"",""DS"":""different subject"",""DUR"":""durative"",""EMPH"":""emphatic"",""EP"":""epenthetic"",""EPN"":""epenthetic nasal"",""EPV"":""epenthetic vowel"",""EXP"":""experiencer"",""F"":""feminine"",""IMP"":""imperative"",""INF"":""infinitive"",""INTJ"":""interjection"",""INV"":""invisible"",""IRR"":""irrealis"",""HES"":""hesitation"",""LNK"":""linker"",""LV"":""lightverb"",""M"":""masculine"",""MOD"":""modal"",""N"":""n-participle"",""NEG"":""negation"",""OBL"":""oblique"",""ONOM"":""onomatopoeia"",""PFV"":""perfective"",""PL.O"":""pluralobject (=verbalnumber)"",""PN"":""proper noun"",""POSS"":""possessive"",""PROHIB"":""prohibitive"",""PTC"":""particle"",""Q"":""question"",""QUOT"":""quotative"",""RCV"":""receiver"",""RED"":""reduplication"",""SBJV"":""subjunctive"",""SEQ"":""sequential in order"",""SG.O"":""singularobject (=verbalnumber)"",""SM"":""serial marker"",""SPEC"":""specific"",""SS"":""same subject"",""VBLZ"":""verbalizer""}"
otc2-muyu007-a3888,sout2940a,muyu007,140,"""Kawanan gole"", enggon.",kawan-an	gole		engg-on,climb-1SG	CONJ		say-3SG.M,"""Because I climb"", he said.",sout2940,stan1293,WORD_ALIGNED,"{""ADV"":""adverbaliser"",""ASS.PL"":""associative plural"",""AUX"":""auxiliary"",""BI"":""Bahasa Indonesia"",""CAUS"":""causative"",""COM"":""comitative"",""CONJ"":""conjunction"",""CONT"":""continuative"",""CONTR"":""contrastive"",""COP"":""copula"",""DEM"":""demonstrative"",""DIR"":""directive"",""DS"":""different subject"",""DUR"":""durative"",""EMPH"":""emphatic"",""EP"":""epenthetic"",""EPN"":""epenthetic nasal"",""EPV"":""epenthetic vowel"",""EXP"":""experiencer"",""F"":""feminine"",""IMP"":""imperative"",""INF"":""infinitive"",""INTJ"":""interjection"",""INV"":""invisible"",""IRR"":""irrealis"",""HES"":""hesitation"",""LNK"":""linker"",""LV"":""lightverb"",""M"":""masculine"",""MOD"":""modal"",""N"":""n-participle"",""NEG"":""negation"",""OBL"":""oblique"",""ONOM"":""onomatopoeia"",""PFV"":""perfective"",""PL.O"":""pluralobject (=verbalnumber)"",""PN"":""proper noun"",""POSS"":""possessive"",""PROHIB"":""prohibitive"",""PTC"":""particle"",""Q"":""question"",""QUOT"":""quotative"",""RCV"":""receiver"",""RED"":""reduplication"",""SBJV"":""subjunctive"",""SEQ"":""sequential in order"",""SG.O"":""singularobject (=verbalnumber)"",""SM"":""serial marker"",""SPEC"":""specific"",""SS"":""same subject"",""VBLZ"":""verbalizer""}"
otc2-muyu007-a234,sout2940a,muyu007,141,"Enggane, kedo ap kawenen.",Engga-n-e		kedo	ap	kawen-en,say-SS-3SG.M		then	tree	climb-3SG.M,Said it and then he climbed the tree.,sout2940,stan1293,WORD_ALIGNED,"{""ADV"":""adverbaliser"",""ASS.PL"":""associative plural"",""AUX"":""auxiliary"",""BI"":""Bahasa Indonesia"",""CAUS"":""causative"",""COM"":""comitative"",""CONJ"":""conjunction"",""CONT"":""continuative"",""CONTR"":""contrastive"",""COP"":""copula"",""DEM"":""demonstrative"",""DIR"":""directive"",""DS"":""different subject"",""DUR"":""durative"",""EMPH"":""emphatic"",""EP"":""epenthetic"",""EPN"":""epenthetic nasal"",""EPV"":""epenthetic vowel"",""EXP"":""experiencer"",""F"":""feminine"",""IMP"":""imperative"",""INF"":""infinitive"",""INTJ"":""interjection"",""INV"":""invisible"",""IRR"":""irrealis"",""HES"":""hesitation"",""LNK"":""linker"",""LV"":""lightverb"",""M"":""masculine"",""MOD"":""modal"",""N"":""n-participle"",""NEG"":""negation"",""OBL"":""oblique"",""ONOM"":""onomatopoeia"",""PFV"":""perfective"",""PL.O"":""pluralobject (=verbalnumber)"",""PN"":""proper noun"",""POSS"":""possessive"",""PROHIB"":""prohibitive"",""PTC"":""particle"",""Q"":""question"",""QUOT"":""quotative"",""RCV"":""receiver"",""RED"":""reduplication"",""SBJV"":""subjunctive"",""SEQ"":""sequential in order"",""SG.O"":""singularobject (=verbalnumber)"",""SM"":""serial marker"",""SPEC"":""specific"",""SS"":""same subject"",""VBLZ"":""verbalizer""}"
otc2-muyu007-a235,sout2940a,muyu007,142,"Kawenone, kawenone, kawenone, wene angga.",kaweno-n-e		kaweno-n-e		kaweno-n-e		wen-e	angga,climb-SS-3SG.M		climb-SS-3SG.M		climb-SS-3SG.M		go-SM	there,"He climbed, and climbed, and climbed, until there.",sout2940,stan1293,WORD_ALIGNED,"{""ADV"":""adverbaliser"",""ASS.PL"":""associative plural"",""AUX"":""auxiliary"",""BI"":""Bahasa Indonesia"",""CAUS"":""causative"",""COM"":""comitative"",""CONJ"":""conjunction"",""CONT"":""continuative"",""CONTR"":""contrastive"",""COP"":""copula"",""DEM"":""demonstrative"",""DIR"":""directive"",""DS"":""different subject"",""DUR"":""durative"",""EMPH"":""emphatic"",""EP"":""epenthetic"",""EPN"":""epenthetic nasal"",""EPV"":""epenthetic vowel"",""EXP"":""experiencer"",""F"":""feminine"",""IMP"":""imperative"",""INF"":""infinitive"",""INTJ"":""interjection"",""INV"":""invisible"",""IRR"":""irrealis"",""HES"":""hesitation"",""LNK"":""linker"",""LV"":""lightverb"",""M"":""masculine"",""MOD"":""modal"",""N"":""n-participle"",""NEG"":""negation"",""OBL"":""oblique"",""ONOM"":""onomatopoeia"",""PFV"":""perfective"",""PL.O"":""pluralobject (=verbalnumber)"",""PN"":""proper noun"",""POSS"":""possessive"",""PROHIB"":""prohibitive"",""PTC"":""particle"",""Q"":""question"",""QUOT"":""quotative"",""RCV"":""receiver"",""RED"":""reduplication"",""SBJV"":""subjunctive"",""SEQ"":""sequential in order"",""SG.O"":""singularobject (=verbalnumber)"",""SM"":""serial marker"",""SPEC"":""specific"",""SS"":""same subject"",""VBLZ"":""verbalizer""}"
otc2-muyu007-a3889,sout2940a,muyu007,143,"Angga nanggene,",angga	nangge-n-e,there	arrive-SS-3SG.M,He arrived there and he ...,sout2940,stan1293,WORD_ALIGNED,"{""ADV"":""adverbaliser"",""ASS.PL"":""associative plural"",""AUX"":""auxiliary"",""BI"":""Bahasa Indonesia"",""CAUS"":""causative"",""COM"":""comitative"",""CONJ"":""conjunction"",""CONT"":""continuative"",""CONTR"":""contrastive"",""COP"":""copula"",""DEM"":""demonstrative"",""DIR"":""directive"",""DS"":""different subject"",""DUR"":""durative"",""EMPH"":""emphatic"",""EP"":""epenthetic"",""EPN"":""epenthetic nasal"",""EPV"":""epenthetic vowel"",""EXP"":""experiencer"",""F"":""feminine"",""IMP"":""imperative"",""INF"":""infinitive"",""INTJ"":""interjection"",""INV"":""invisible"",""IRR"":""irrealis"",""HES"":""hesitation"",""LNK"":""linker"",""LV"":""lightverb"",""M"":""masculine"",""MOD"":""modal"",""N"":""n-participle"",""NEG"":""negation"",""OBL"":""oblique"",""ONOM"":""onomatopoeia"",""PFV"":""perfective"",""PL.O"":""pluralobject (=verbalnumber)"",""PN"":""proper noun"",""POSS"":""possessive"",""PROHIB"":""prohibitive"",""PTC"":""particle"",""Q"":""question"",""QUOT"":""quotative"",""RCV"":""receiver"",""RED"":""reduplication"",""SBJV"":""subjunctive"",""SEQ"":""sequential in order"",""SG.O"":""singularobject (=verbalnumber)"",""SM"":""serial marker"",""SPEC"":""specific"",""SS"":""same subject"",""VBLZ"":""verbalizer""}"
otc2-muyu007-a4718,sout2940a,muyu007,144,kedo ani kededanon gi:,kedo	ani	kededan-on	=gi,then	down	ask-3SG.M	=EMPH,then he asked down (to her):,sout2940,stan1293,WORD_ALIGNED,"{""ADV"":""adverbaliser"",""ASS.PL"":""associative plural"",""AUX"":""auxiliary"",""BI"":""Bahasa Indonesia"",""CAUS"":""causative"",""COM"":""comitative"",""CONJ"":""conjunction"",""CONT"":""continuative"",""CONTR"":""contrastive"",""COP"":""copula"",""DEM"":""demonstrative"",""DIR"":""directive"",""DS"":""different subject"",""DUR"":""durative"",""EMPH"":""emphatic"",""EP"":""epenthetic"",""EPN"":""epenthetic nasal"",""EPV"":""epenthetic vowel"",""EXP"":""experiencer"",""F"":""feminine"",""IMP"":""imperative"",""INF"":""infinitive"",""INTJ"":""interjection"",""INV"":""invisible"",""IRR"":""irrealis"",""HES"":""hesitation"",""LNK"":""linker"",""LV"":""lightverb"",""M"":""masculine"",""MOD"":""modal"",""N"":""n-participle"",""NEG"":""negation"",""OBL"":""oblique"",""ONOM"":""onomatopoeia"",""PFV"":""perfective"",""PL.O"":""pluralobject (=verbalnumber)"",""PN"":""proper noun"",""POSS"":""possessive"",""PROHIB"":""prohibitive"",""PTC"":""particle"",""Q"":""question"",""QUOT"":""quotative"",""RCV"":""receiver"",""RED"":""reduplication"",""SBJV"":""subjunctive"",""SEQ"":""sequential in order"",""SG.O"":""singularobject (=verbalnumber)"",""SM"":""serial marker"",""SPEC"":""specific"",""SS"":""same subject"",""VBLZ"":""verbalizer""}"
otc2-muyu007-a236,sout2940a,muyu007,145,"""Oni, kup ko wene kede alep?""",oni		kup	=ko	wene	kede	al-ep,older_sister		2SG.F	=PTC	where	where	stand-2SG,"""Sister, where are you standing?""",sout2940,stan1293,WORD_ALIGNED,"{""ADV"":""adverbaliser"",""ASS.PL"":""associative plural"",""AUX"":""auxiliary"",""BI"":""Bahasa Indonesia"",""CAUS"":""causative"",""COM"":""comitative"",""CONJ"":""conjunction"",""CONT"":""continuative"",""CONTR"":""contrastive"",""COP"":""copula"",""DEM"":""demonstrative"",""DIR"":""directive"",""DS"":""different subject"",""DUR"":""durative"",""EMPH"":""emphatic"",""EP"":""epenthetic"",""EPN"":""epenthetic nasal"",""EPV"":""epenthetic vowel"",""EXP"":""experiencer"",""F"":""feminine"",""IMP"":""imperative"",""INF"":""infinitive"",""INTJ"":""interjection"",""INV"":""invisible"",""IRR"":""irrealis"",""HES"":""hesitation"",""LNK"":""linker"",""LV"":""lightverb"",""M"":""masculine"",""MOD"":""modal"",""N"":""n-participle"",""NEG"":""negation"",""OBL"":""oblique"",""ONOM"":""onomatopoeia"",""PFV"":""perfective"",""PL.O"":""pluralobject (=verbalnumber)"",""PN"":""proper noun"",""POSS"":""possessive"",""PROHIB"":""prohibitive"",""PTC"":""particle"",""Q"":""question"",""QUOT"":""quotative"",""RCV"":""receiver"",""RED"":""reduplication"",""SBJV"":""subjunctive"",""SEQ"":""sequential in order"",""SG.O"":""singularobject (=verbalnumber)"",""SM"":""serial marker"",""SPEC"":""specific"",""SS"":""same subject"",""VBLZ"":""verbalizer""}"
otc2-muyu007-a4719,sout2940a,muyu007,146,"Enggon go ""Ae!""","engg-on	=go	""Ae""",say-3SG.M	=PTC	INTJ,"He said it and (she answered:) ""Oh!""",sout2940,stan1293,WORD_ALIGNED,"{""ADV"":""adverbaliser"",""ASS.PL"":""associative plural"",""AUX"":""auxiliary"",""BI"":""Bahasa Indonesia"",""CAUS"":""causative"",""COM"":""comitative"",""CONJ"":""conjunction"",""CONT"":""continuative"",""CONTR"":""contrastive"",""COP"":""copula"",""DEM"":""demonstrative"",""DIR"":""directive"",""DS"":""different subject"",""DUR"":""durative"",""EMPH"":""emphatic"",""EP"":""epenthetic"",""EPN"":""epenthetic nasal"",""EPV"":""epenthetic vowel"",""EXP"":""experiencer"",""F"":""feminine"",""IMP"":""imperative"",""INF"":""infinitive"",""INTJ"":""interjection"",""INV"":""invisible"",""IRR"":""irrealis"",""HES"":""hesitation"",""LNK"":""linker"",""LV"":""lightverb"",""M"":""masculine"",""MOD"":""modal"",""N"":""n-participle"",""NEG"":""negation"",""OBL"":""oblique"",""ONOM"":""onomatopoeia"",""PFV"":""perfective"",""PL.O"":""pluralobject (=verbalnumber)"",""PN"":""proper noun"",""POSS"":""possessive"",""PROHIB"":""prohibitive"",""PTC"":""particle"",""Q"":""question"",""QUOT"":""quotative"",""RCV"":""receiver"",""RED"":""reduplication"",""SBJV"":""subjunctive"",""SEQ"":""sequential in order"",""SG.O"":""singularobject (=verbalnumber)"",""SM"":""serial marker"",""SPEC"":""specific"",""SS"":""same subject"",""VBLZ"":""verbalizer""}"
otc2-muyu007-a4720,sout2940a,muyu007,147,"""Ne daman eya alin.""",ne	daman	eya	al-in,1SG	younger_brother	here	stand-1SG,"""My brother I am here.""",sout2940,stan1293,WORD_ALIGNED,"{""ADV"":""adverbaliser"",""ASS.PL"":""associative plural"",""AUX"":""auxiliary"",""BI"":""Bahasa Indonesia"",""CAUS"":""causative"",""COM"":""comitative"",""CONJ"":""conjunction"",""CONT"":""continuative"",""CONTR"":""contrastive"",""COP"":""copula"",""DEM"":""demonstrative"",""DIR"":""directive"",""DS"":""different subject"",""DUR"":""durative"",""EMPH"":""emphatic"",""EP"":""epenthetic"",""EPN"":""epenthetic nasal"",""EPV"":""epenthetic vowel"",""EXP"":""experiencer"",""F"":""feminine"",""IMP"":""imperative"",""INF"":""infinitive"",""INTJ"":""interjection"",""INV"":""invisible"",""IRR"":""irrealis"",""HES"":""hesitation"",""LNK"":""linker"",""LV"":""lightverb"",""M"":""masculine"",""MOD"":""modal"",""N"":""n-participle"",""NEG"":""negation"",""OBL"":""oblique"",""ONOM"":""onomatopoeia"",""PFV"":""perfective"",""PL.O"":""pluralobject (=verbalnumber)"",""PN"":""proper noun"",""POSS"":""possessive"",""PROHIB"":""prohibitive"",""PTC"":""particle"",""Q"":""question"",""QUOT"":""quotative"",""RCV"":""receiver"",""RED"":""reduplication"",""SBJV"":""subjunctive"",""SEQ"":""sequential in order"",""SG.O"":""singularobject (=verbalnumber)"",""SM"":""serial marker"",""SPEC"":""specific"",""SS"":""same subject"",""VBLZ"":""verbalizer""}"
otc2-muyu007-a4721,sout2940a,muyu007,148,"""Ai, kane eya adep kele!""",ai		kan-e	eya	adep	kele,INTJ		take:SG.O-SM	here	like	become-2SG.IMP,"""Oh, you come a little closer!""",sout2940,stan1293,WORD_ALIGNED,"{""ADV"":""adverbaliser"",""ASS.PL"":""associative plural"",""AUX"":""auxiliary"",""BI"":""Bahasa Indonesia"",""CAUS"":""causative"",""COM"":""comitative"",""CONJ"":""conjunction"",""CONT"":""continuative"",""CONTR"":""contrastive"",""COP"":""copula"",""DEM"":""demonstrative"",""DIR"":""directive"",""DS"":""different subject"",""DUR"":""durative"",""EMPH"":""emphatic"",""EP"":""epenthetic"",""EPN"":""epenthetic nasal"",""EPV"":""epenthetic vowel"",""EXP"":""experiencer"",""F"":""feminine"",""IMP"":""imperative"",""INF"":""infinitive"",""INTJ"":""interjection"",""INV"":""invisible"",""IRR"":""irrealis"",""HES"":""hesitation"",""LNK"":""linker"",""LV"":""lightverb"",""M"":""masculine"",""MOD"":""modal"",""N"":""n-participle"",""NEG"":""negation"",""OBL"":""oblique"",""ONOM"":""onomatopoeia"",""PFV"":""perfective"",""PL.O"":""pluralobject (=verbalnumber)"",""PN"":""proper noun"",""POSS"":""possessive"",""PROHIB"":""prohibitive"",""PTC"":""particle"",""Q"":""question"",""QUOT"":""quotative"",""RCV"":""receiver"",""RED"":""reduplication"",""SBJV"":""subjunctive"",""SEQ"":""sequential in order"",""SG.O"":""singularobject (=verbalnumber)"",""SM"":""serial marker"",""SPEC"":""specific"",""SS"":""same subject"",""VBLZ"":""verbalizer""}"
otc2-muyu007-a237,sout2940a,muyu007,149,"Engge kolem nekwane wene, amunon nane kalanon go wudo kolem wanon yeman oya.",engg-e	kolem	nekwa-n-e	wen-e		amunon	nan-e	kal-an-on	=go	wudo	kolem	w-∅-an-on	yeman	oya,say-SM	MOD	prepare-SS-3SG.M	go-SM		nest	take:BIG.O-SM	throw:SG.O-IRR-3SG.M	=PTC	into	MOD	3SG.F.O-hit-IRR-3SG.M	for	there,"He said so and arranged exactly, so that when he drops the nest, it must hit her.",sout2940,stan1293,WORD_ALIGNED,"{""ADV"":""adverbaliser"",""ASS.PL"":""associative plural"",""AUX"":""auxiliary"",""BI"":""Bahasa Indonesia"",""CAUS"":""causative"",""COM"":""comitative"",""CONJ"":""conjunction"",""CONT"":""continuative"",""CONTR"":""contrastive"",""COP"":""copula"",""DEM"":""demonstrative"",""DIR"":""directive"",""DS"":""different subject"",""DUR"":""durative"",""EMPH"":""emphatic"",""EP"":""epenthetic"",""EPN"":""epenthetic nasal"",""EPV"":""epenthetic vowel"",""EXP"":""experiencer"",""F"":""feminine"",""IMP"":""imperative"",""INF"":""infinitive"",""INTJ"":""interjection"",""INV"":""invisible"",""IRR"":""irrealis"",""HES"":""hesitation"",""LNK"":""linker"",""LV"":""lightverb"",""M"":""masculine"",""MOD"":""modal"",""N"":""n-participle"",""NEG"":""negation"",""OBL"":""oblique"",""ONOM"":""onomatopoeia"",""PFV"":""perfective"",""PL.O"":""pluralobject (=verbalnumber)"",""PN"":""proper noun"",""POSS"":""possessive"",""PROHIB"":""prohibitive"",""PTC"":""particle"",""Q"":""question"",""QUOT"":""quotative"",""RCV"":""receiver"",""RED"":""reduplication"",""SBJV"":""subjunctive"",""SEQ"":""sequential in order"",""SG.O"":""singularobject (=verbalnumber)"",""SM"":""serial marker"",""SPEC"":""specific"",""SS"":""same subject"",""VBLZ"":""verbalizer""}"
otc2-muyu007-a238,sout2940a,muyu007,150,"Wene oya bet, ""ko eya alin iyen"", enggun.",wen-e	oya	=bet		ko	eya	al-in	iyen		engg-un,go-SM	there	=OBL		PTC	here	stand-1SG	here_is		say-3SG.F,"She went there and said, ""Alright, here is where I stand.""",sout2940,stan1293,WORD_ALIGNED,"{""ADV"":""adverbaliser"",""ASS.PL"":""associative plural"",""AUX"":""auxiliary"",""BI"":""Bahasa Indonesia"",""CAUS"":""causative"",""COM"":""comitative"",""CONJ"":""conjunction"",""CONT"":""continuative"",""CONTR"":""contrastive"",""COP"":""copula"",""DEM"":""demonstrative"",""DIR"":""directive"",""DS"":""different subject"",""DUR"":""durative"",""EMPH"":""emphatic"",""EP"":""epenthetic"",""EPN"":""epenthetic nasal"",""EPV"":""epenthetic vowel"",""EXP"":""experiencer"",""F"":""feminine"",""IMP"":""imperative"",""INF"":""infinitive"",""INTJ"":""interjection"",""INV"":""invisible"",""IRR"":""irrealis"",""HES"":""hesitation"",""LNK"":""linker"",""LV"":""lightverb"",""M"":""masculine"",""MOD"":""modal"",""N"":""n-participle"",""NEG"":""negation"",""OBL"":""oblique"",""ONOM"":""onomatopoeia"",""PFV"":""perfective"",""PL.O"":""pluralobject (=verbalnumber)"",""PN"":""proper noun"",""POSS"":""possessive"",""PROHIB"":""prohibitive"",""PTC"":""particle"",""Q"":""question"",""QUOT"":""quotative"",""RCV"":""receiver"",""RED"":""reduplication"",""SBJV"":""subjunctive"",""SEQ"":""sequential in order"",""SG.O"":""singularobject (=verbalnumber)"",""SM"":""serial marker"",""SPEC"":""specific"",""SS"":""same subject"",""VBLZ"":""verbalizer""}"
otc2-muyu007-a4722,sout2940a,muyu007,151,"""Eyuk, odep kole okune alebele!""",eyuk		odep	kole	okun-e	alebel-e,yes		CONJ	CONJ	like_that-SM	stand-2SG.IMP,"""Yes, if so please stand there!""",sout2940,stan1293,WORD_ALIGNED,"{""ADV"":""adverbaliser"",""ASS.PL"":""associative plural"",""AUX"":""auxiliary"",""BI"":""Bahasa Indonesia"",""CAUS"":""causative"",""COM"":""comitative"",""CONJ"":""conjunction"",""CONT"":""continuative"",""CONTR"":""contrastive"",""COP"":""copula"",""DEM"":""demonstrative"",""DIR"":""directive"",""DS"":""different subject"",""DUR"":""durative"",""EMPH"":""emphatic"",""EP"":""epenthetic"",""EPN"":""epenthetic nasal"",""EPV"":""epenthetic vowel"",""EXP"":""experiencer"",""F"":""feminine"",""IMP"":""imperative"",""INF"":""infinitive"",""INTJ"":""interjection"",""INV"":""invisible"",""IRR"":""irrealis"",""HES"":""hesitation"",""LNK"":""linker"",""LV"":""lightverb"",""M"":""masculine"",""MOD"":""modal"",""N"":""n-participle"",""NEG"":""negation"",""OBL"":""oblique"",""ONOM"":""onomatopoeia"",""PFV"":""perfective"",""PL.O"":""pluralobject (=verbalnumber)"",""PN"":""proper noun"",""POSS"":""possessive"",""PROHIB"":""prohibitive"",""PTC"":""particle"",""Q"":""question"",""QUOT"":""quotative"",""RCV"":""receiver"",""RED"":""reduplication"",""SBJV"":""subjunctive"",""SEQ"":""sequential in order"",""SG.O"":""singularobject (=verbalnumber)"",""SM"":""serial marker"",""SPEC"":""specific"",""SS"":""same subject"",""VBLZ"":""verbalizer""}"
